"URL","File Size","Outgoing links Count","Content Type"
"http://www.nydailynews.com/news/world/cholera-outbreak-yemen-infect-unprecedented-1-million-article-1.3530801","89749","111","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/eats/prosecco-donuts-pretty-eat-article-1.3433018","95905","113","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/health/eating-bread-meal-problem-article-1.3530249","88402","105","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/scorpio","108289","131","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/babies-born-birth-defects-congenital-syphilis-article-1.3530526","89577","108","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/libra","108256","131","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/sagittarius","108382","131","text/html;charset=utf-8"
"http://www.nydailynews.com/entertainment/gossip/stars-makeup-real-face-fame-gallery-1.21019","66883","21","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/cancer","108289","131","text/html;charset=utf-8"
"http://www.nydailynews.com/entertainment/best-celebrity-twitter-photos-2011-gallery-1.999021","67773","21","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/animal-rights-activists-protest-animal-cruelty-yom-kippur-ceremony-brooklyn-gallery-1.3530455","68663","20","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/fall-guide-celebrate-oktoberfest-nyc-bars-street-fairs-article-1.3489521","99572","131","text/html;charset=utf-8"
"http://www.nydailynews.com/entertainment/music/lin-manuel-miranda-writes-song-aid-puerto-rico-article-1.3530294","86754","105","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/pisces","108274","131","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/eats/feast-food-nyc-hotspots-first-ever-politics-food-article-1.3511816","94587","107","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/aquarius","108322","131","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/eats/bacon-egg-cheese-packed-dumpling-article-1.3513965","89281","105","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/capricorn","108322","131","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/man-left-paralyzed-car-crash-wheelchair-bodybuilder-gallery-1.3530550","68267","20","text/html;charset=utf-8"
"http://www.nydailynews.com/horoscopes/virgo","108262","131","text/html;charset=utf-8"
"http://www.nydailynews.com/life-style/plan-caribbean-vacation-post-hurricane-article-1.3528680","96627","109","text/html;charset=utf-8"
